user_id,plan,start_date,monthly_revenue,status
1830,Enterprise,2024-03-10,499,Active
1831,Enterprise,2024-07-23,499,Active
1832,Growth,2024-09-12,99,Active
1833,Starter,2024-04-27,29,Active
1835,Growth,2025-01-10,99,Active
1837,Starter,2024-02-16,29,Active
1838,Starter,2024-02-17,29,Active
1840,Starter,2024-01-30,29,Active
1841,Enterprise,2024-02-25,499,Active
1846,Starter,2024-02-25,29,Cancelled
1853,Starter,2024-07-02,29,Active
1855,Starter,2024-10-24,29,Active
1856,Starter,2024-03-17,29,Active
1858,Starter,2024-06-12,29,Active
1859,Starter,2024-09-30,29,Active
1861,Starter,2024-12-23,29,Active
1865,Enterprise,2024-03-11,499,Active
1869,Growth,2024-03-12,99,Active
1870,Starter,2024-05-13,29,Active
1871,Enterprise,2024-03-04,499,Active
1873,Growth,2024-06-25,99,Active
1881,Starter,2025-01-04,29,Active
1886,Starter,2024-11-11,29,Active
1887,Starter,2024-06-22,29,Active
1889,Growth,2024-11-06,99,Active
1892,Enterprise,2024-05-26,499,Active
1894,Starter,2024-07-04,29,Active
1898,Growth,2024-07-27,99,Active
1899,Starter,2024-03-03,29,Active
1900,Starter,2024-07-08,29,Active
1902,Growth,2024-04-24,99,Active
1903,Growth,2024-10-19,99,Active
1905,Growth,2024-12-08,99,Active
1906,Growth,2024-03-13,99,Active
1908,Starter,2024-07-25,29,Active
1910,Growth,2024-06-19,99,Active
1913,Starter,2024-04-26,29,Active
1915,Starter,2024-11-06,29,Active
1916,Starter,2024-09-22,29,Active
1919,Growth,2024-06-05,99,Active
1921,Starter,2024-05-08,29,Active
1922,Starter,2024-09-23,29,Active
1923,Starter,2024-08-17,29,Active
1925,Starter,2024-12-21,29,Active
1929,Starter,2024-08-11,29,Active
1932,Enterprise,2024-05-28,499,Active
1935,Starter,2024-05-01,29,Active
1936,Starter,2024-11-11,29,Active
1937,Starter,2025-01-05,29,Active
1938,Enterprise,2024-09-17,499,Active
1942,Enterprise,2024-06-30,499,Active
1943,Enterprise,2024-10-06,499,Active
1945,Growth,2024-06-29,99,Active
1948,Growth,2024-02-04,99,Active
1950,Enterprise,2024-08-26,499,Cancelled
1951,Growth,2024-09-28,99,Active
1959,Starter,2024-06-09,29,Active
1960,Starter,2024-06-06,29,Active
1961,Growth,2024-04-15,99,Active
1963,Starter,2024-12-26,29,Active
1965,Growth,2024-02-24,99,Active
1968,Growth,2024-08-31,99,Active
1974,Enterprise,2024-02-11,499,Active
1981,Enterprise,2024-09-18,499,Active
1987,Starter,2024-03-27,29,Active
1991,Growth,2024-12-08,99,Active
1992,Enterprise,2024-04-01,499,Active
1994,Starter,2024-02-20,29,Active
1997,Starter,2024-02-13,29,Active
1998,Starter,2024-10-03,29,Active
2000,Enterprise,2024-04-29,499,Active
2001,Starter,2024-10-24,29,Active
2003,Starter,2024-05-25,29,Active
2005,Growth,2024-08-04,99,Active
2006,Starter,2024-06-26,29,Active
2012,Enterprise,2024-03-01,499,Active
2014,Starter,2024-08-19,29,Active
2015,Growth,2024-04-08,99,Active
2018,Growth,2024-03-28,99,Cancelled
2019,Starter,2024-09-29,29,Active
2021,Growth,2024-02-24,99,Active
2023,Starter,2024-02-16,29,Active
2026,Starter,2024-03-03,29,Active
2029,Starter,2024-09-05,29,Active
2031,Starter,2024-08-22,29,Active
2036,Starter,2024-07-07,29,Active
2042,Growth,2025-01-01,99,Active
2045,Enterprise,2024-04-23,499,Active
2046,Starter,2024-01-27,29,Active
2047,Starter,2024-12-09,29,Active
2051,Starter,2024-09-12,29,Active
2052,Starter,2024-11-01,29,Active
2059,Starter,2024-11-21,29,Active
2063,Starter,2024-04-30,29,Active
2064,Growth,2024-09-22,99,Active
2067,Growth,2024-09-08,99,Active
2069,Starter,2024-04-19,29,Active
2070,Growth,2024-03-06,99,Active
2071,Starter,2024-06-09,29,Cancelled
2073,Starter,2024-12-24,29,Active
2076,Growth,2024-09-21,99,Active
2087,Growth,2024-08-07,99,Active
2088,Starter,2024-07-09,29,Active
2092,Enterprise,2024-08-26,499,Active
2094,Growth,2024-04-11,99,Active
2095,Enterprise,2024-02-15,499,Active
2097,Growth,2024-12-16,99,Active
2101,Growth,2024-11-17,99,Active
2102,Enterprise,2024-12-09,499,Active
2103,Growth,2024-11-18,99,Active
2106,Enterprise,2024-10-19,499,Active
2113,Starter,2024-08-28,29,Cancelled
2116,Starter,2024-07-18,29,Active
2117,Starter,2025-01-07,29,Active
2118,Growth,2024-06-04,99,Active
2119,Starter,2024-04-23,29,Active
2121,Growth,2024-03-13,99,Active
2123,Starter,2024-12-20,29,Active
2124,Growth,2024-10-22,99,Active
2128,Growth,2024-10-07,99,Active
2130,Growth,2024-07-25,99,Active
2132,Growth,2024-02-17,99,Active
2134,Starter,2024-01-20,29,Active
2135,Enterprise,2024-08-15,499,Active
2136,Starter,2024-05-30,29,Active
2141,Growth,2024-10-05,99,Active
2142,Growth,2024-04-16,99,Active
2146,Starter,2024-11-06,29,Cancelled
2148,Growth,2024-10-17,99,Active
2150,Starter,2024-02-05,29,Active
2151,Starter,2024-04-27,29,Active
2152,Starter,2024-06-03,29,Active
2154,Starter,2024-09-14,29,Active
2156,Starter,2024-08-10,29,Active
2162,Starter,2024-06-24,29,Active
2164,Starter,2024-11-14,29,Active
2167,Growth,2024-02-06,99,Active
2169,Starter,2024-05-20,29,Active
2173,Enterprise,2024-10-21,499,Active
2174,Starter,2024-09-11,29,Active
2179,Starter,2024-06-22,29,Active
2180,Growth,2024-11-13,99,Active
2182,Enterprise,2024-05-29,499,Active
2184,Growth,2024-05-28,99,Active
2191,Starter,2024-12-30,29,Active
2198,Enterprise,2024-06-21,499,Active
2199,Starter,2024-05-13,29,Active
2200,Starter,2024-03-02,29,Active
2202,Growth,2024-12-27,99,Cancelled
2213,Starter,2024-04-30,29,Active
2215,Starter,2024-03-05,29,Active
2221,Growth,2024-02-20,99,Active
2222,Starter,2024-11-30,29,Active
2224,Enterprise,2024-03-27,499,Active
2227,Starter,2024-02-23,29,Active
2228,Enterprise,2024-03-14,499,Cancelled
2235,Starter,2024-12-13,29,Active
2238,Starter,2024-11-06,29,Active
2239,Starter,2024-06-14,29,Active
2246,Starter,2024-11-27,29,Active
2247,Starter,2024-07-13,29,Active
2249,Growth,2024-09-15,99,Active
2253,Starter,2024-07-18,29,Active
2254,Growth,2024-11-10,99,Active
2257,Growth,2024-04-15,99,Active
2260,Starter,2024-01-29,29,Cancelled
2262,Growth,2024-07-29,99,Cancelled
2263,Starter,2024-11-22,29,Active
2269,Growth,2024-11-27,99,Active
2273,Starter,2024-09-03,29,Cancelled
2278,Growth,2024-08-15,99,Active
2283,Growth,2024-08-24,99,Active
2284,Starter,2024-06-16,29,Active
2286,Starter,2024-02-22,29,Cancelled
2289,Starter,2024-10-14,29,Active
2291,Enterprise,2024-04-18,499,Active
2292,Growth,2024-05-19,99,Active
2294,Starter,2024-12-13,29,Active
2295,Starter,2024-04-09,29,Active
2296,Starter,2024-09-12,29,Active
2297,Starter,2024-09-03,29,Active
2298,Starter,2024-06-14,29,Active
2301,Starter,2024-06-26,29,Active
2305,Starter,2024-03-31,29,Active
2308,Starter,2024-04-14,29,Active
2312,Growth,2024-08-15,99,Active
2317,Starter,2024-08-17,29,Active
2320,Starter,2024-11-24,29,Active
2324,Starter,2024-09-21,29,Cancelled
2325,Growth,2024-02-28,99,Active
2326,Starter,2024-07-06,29,Active
2327,Starter,2024-08-07,29,Active
2332,Enterprise,2025-01-16,499,Active
2334,Growth,2024-03-18,99,Cancelled
2337,Starter,2024-12-04,29,Active
2339,Starter,2024-03-13,29,Active
2341,Growth,2024-12-14,99,Active
2343,Growth,2024-04-04,99,Active
2347,Starter,2024-04-09,29,Active
2348,Enterprise,2024-04-25,499,Active
2349,Starter,2024-12-09,29,Active
2351,Enterprise,2024-07-25,499,Active
2352,Starter,2024-05-21,29,Active
2353,Starter,2024-02-07,29,Active
2354,Starter,2025-01-06,29,Cancelled
2355,Growth,2024-12-24,99,Active
2356,Starter,2024-08-12,29,Cancelled
2360,Growth,2024-06-22,99,Active
2362,Growth,2024-02-26,99,Active
2364,Starter,2024-07-03,29,Active
2366,Enterprise,2024-04-11,499,Active
2368,Growth,2024-07-15,99,Active
2372,Enterprise,2024-05-29,499,Active
2373,Growth,2024-07-06,99,Active
2377,Starter,2024-09-08,29,Active
2379,Growth,2024-12-17,99,Active
2380,Starter,2024-07-08,29,Active
2381,Growth,2024-02-08,99,Cancelled
2386,Starter,2024-10-20,29,Active
2391,Starter,2024-08-07,29,Active
2394,Enterprise,2024-08-21,499,Active
2398,Growth,2024-02-15,99,Active
2399,Enterprise,2024-04-20,499,Active
2400,Enterprise,2024-01-18,499,Active
2404,Starter,2024-07-26,29,Active
2406,Starter,2024-12-10,29,Active
2414,Enterprise,2024-08-11,499,Active
2420,Growth,2024-10-02,99,Active
2423,Enterprise,2024-09-06,499,Active
2424,Growth,2024-04-22,99,Active
2425,Starter,2024-06-01,29,Active
2426,Starter,2024-03-06,29,Active
2427,Growth,2024-07-30,99,Active
2429,Growth,2025-01-08,99,Cancelled
2431,Starter,2024-03-12,29,Cancelled
2434,Starter,2024-08-20,29,Active
2435,Growth,2024-07-04,99,Active
2438,Growth,2024-04-04,99,Active
2441,Starter,2024-01-24,29,Cancelled
2442,Starter,2024-02-10,29,Active
2443,Growth,2024-11-16,99,Active
2448,Growth,2024-02-19,99,Active
2451,Starter,2024-04-12,29,Active
2454,Growth,2024-12-23,99,Active
2455,Growth,2024-03-07,99,Active
2456,Enterprise,2024-11-23,499,Cancelled
2460,Growth,2024-05-05,99,Active
2464,Starter,2025-01-09,29,Active
2465,Starter,2024-11-15,29,Active
2467,Growth,2024-05-06,99,Active
2473,Growth,2024-05-01,99,Active
2478,Growth,2024-06-18,99,Active
2479,Starter,2024-08-16,29,Active
2482,Growth,2024-06-08,99,Active
2488,Growth,2024-08-16,99,Active
2490,Growth,2024-09-24,99,Active
2494,Growth,2024-04-02,99,Active
2495,Starter,2024-05-22,29,Active
2497,Starter,2024-11-06,29,Active
2499,Starter,2024-02-29,29,Active
2500,Growth,2024-08-06,99,Active
2502,Enterprise,2024-10-12,499,Active
2504,Starter,2025-01-15,29,Active
2506,Starter,2024-05-03,29,Active
2507,Enterprise,2024-02-02,499,Active
2508,Growth,2024-06-10,99,Cancelled
2509,Starter,2024-08-29,29,Active
2510,Growth,2024-10-18,99,Active
2514,Starter,2024-05-10,29,Active
2515,Starter,2024-05-15,29,Active
2516,Starter,2024-11-26,29,Active
2518,Starter,2024-08-10,29,Active
2524,Enterprise,2024-07-31,499,Active
2527,Starter,2024-12-11,29,Active
2528,Growth,2024-06-05,99,Active
2531,Starter,2024-04-09,29,Active
2533,Growth,2025-01-16,99,Active
2540,Growth,2024-04-06,99,Cancelled
2541,Starter,2024-02-20,29,Cancelled
2542,Starter,2024-12-25,29,Active
2543,Growth,2024-04-22,99,Active
2544,Growth,2024-09-27,99,Active
2545,Starter,2024-10-08,29,Active
2547,Growth,2024-12-13,99,Active
2548,Growth,2024-03-09,99,Active
2550,Growth,2024-08-23,99,Active
2552,Starter,2025-01-17,29,Active
2553,Starter,2024-05-04,29,Active
2555,Starter,2024-12-23,29,Active
2557,Growth,2024-02-27,99,Cancelled
2560,Starter,2024-12-20,29,Active
2561,Starter,2024-06-27,29,Active
2564,Starter,2024-02-08,29,Cancelled
2566,Growth,2024-07-12,99,Active
2572,Growth,2024-07-24,99,Active
2573,Growth,2024-06-13,99,Active
2577,Enterprise,2024-07-30,499,Active
2582,Starter,2024-01-29,29,Active
2583,Growth,2024-01-12,99,Active
2588,Growth,2024-05-31,99,Active
2593,Starter,2024-04-05,29,Active
2594,Starter,2024-03-06,29,Active
2598,Starter,2024-07-13,29,Active
2600,Starter,2024-05-18,29,Active
2603,Enterprise,2024-12-13,499,Active
2609,Enterprise,2024-04-25,499,Cancelled
2612,Starter,2024-03-29,29,Active
2613,Starter,2024-11-08,29,Active
2616,Starter,2024-02-05,29,Active
2618,Growth,2025-01-15,99,Active
2619,Starter,2024-09-18,29,Cancelled
2620,Starter,2024-04-08,29,Active
2622,Starter,2024-05-10,29,Active
2623,Growth,2024-05-06,99,Active
2626,Starter,2025-01-15,29,Active
2630,Growth,2024-12-01,99,Active
2632,Growth,2024-12-17,99,Active
2636,Starter,2024-06-03,29,Active
2638,Starter,2024-12-25,29,Active
2640,Growth,2024-06-29,99,Active
2641,Growth,2024-08-03,99,Active
2645,Starter,2024-12-06,29,Active
2646,Growth,2024-04-18,99,Active
2652,Enterprise,2024-05-26,499,Active
2654,Growth,2024-10-16,99,Active
2655,Starter,2024-04-29,29,Active
2658,Growth,2024-12-02,99,Active
2662,Starter,2024-07-21,29,Active
2664,Enterprise,2024-05-14,499,Active
2665,Growth,2024-07-22,99,Active
2667,Starter,2024-04-08,29,Active
2668,Starter,2024-11-18,29,Active
2674,Starter,2024-02-24,29,Active
2675,Starter,2024-04-02,29,Active
2677,Growth,2024-08-21,99,Active
2680,Starter,2024-10-23,29,Active
2681,Starter,2024-08-14,29,Active
2684,Starter,2024-05-09,29,Active
2686,Growth,2024-08-01,99,Active
2687,Starter,2024-10-27,29,Active
2689,Starter,2024-07-20,29,Active
2690,Starter,2024-08-06,29,Active
2692,Growth,2024-01-26,99,Active
2693,Starter,2024-06-04,29,Active
2694,Starter,2024-04-02,29,Active
2695,Starter,2024-10-20,29,Active
2697,Starter,2024-02-29,29,Active
2702,Starter,2024-10-14,29,Active
2703,Growth,2024-05-07,99,Active
2704,Growth,2024-08-02,99,Active
2706,Growth,2024-09-23,99,Active
2707,Starter,2024-08-03,29,Active
2709,Starter,2024-03-11,29,Active
2711,Growth,2024-03-07,99,Active
2712,Starter,2024-06-13,29,Active
2713,Starter,2024-05-25,29,Active
2715,Starter,2024-02-14,29,Active
2717,Starter,2024-10-03,29,Active
2724,Growth,2024-03-05,99,Active
2727,Starter,2024-09-12,29,Active
2728,Starter,2024-12-10,29,Cancelled
2729,Growth,2024-05-12,99,Active
2735,Starter,2024-02-29,29,Active
2737,Enterprise,2024-12-09,499,Active
2739,Growth,2024-08-10,99,Active
2740,Starter,2024-08-29,29,Active
2741,Starter,2024-06-16,29,Active
2751,Starter,2024-02-24,29,Active
2752,Growth,2024-09-23,99,Active
2756,Growth,2024-08-04,99,Cancelled
2759,Growth,2024-03-04,99,Active
2760,Starter,2024-02-23,29,Active
2762,Starter,2024-05-02,29,Active
2767,Growth,2024-04-23,99,Active
2768,Growth,2024-12-07,99,Active
2770,Starter,2024-10-08,29,Active
2776,Starter,2024-12-27,29,Active
2777,Enterprise,2024-07-30,499,Active
2781,Starter,2024-03-23,29,Active
2789,Starter,2024-05-01,29,Active
2791,Enterprise,2024-04-03,499,Active
2793,Starter,2024-05-01,29,Active
2794,Growth,2024-07-04,99,Active
2796,Growth,2024-07-23,99,Cancelled
2797,Starter,2024-06-22,29,Active
2800,Starter,2024-11-16,29,Active
2806,Growth,2024-09-05,99,Active
2807,Growth,2024-04-15,99,Active
2809,Starter,2024-09-03,29,Active
2811,Growth,2024-07-29,99,Active
2812,Growth,2024-03-12,99,Active
2815,Growth,2024-04-19,99,Cancelled
2820,Enterprise,2024-06-13,499,Active
2823,Starter,2024-11-18,29,Active
2833,Growth,2024-08-18,99,Active
2834,Growth,2024-06-28,99,Cancelled
2837,Growth,2024-08-23,99,Active
2844,Starter,2024-03-25,29,Active
2846,Starter,2024-05-04,29,Active
2848,Growth,2024-11-09,99,Active
2852,Starter,2024-08-08,29,Active
2853,Enterprise,2024-11-27,499,Active
2854,Starter,2024-11-09,29,Active
2858,Starter,2024-08-25,29,Active
2859,Starter,2024-07-30,29,Active
2860,Starter,2024-09-16,29,Active
2863,Growth,2024-01-30,99,Active
2866,Starter,2024-01-26,29,Active
2867,Enterprise,2024-03-10,499,Active
2868,Growth,2024-05-24,99,Active
2874,Growth,2024-09-22,99,Active
2875,Starter,2025-01-27,29,Active
2880,Growth,2024-10-02,99,Active
2881,Enterprise,2025-01-21,499,Active
2882,Starter,2024-03-14,29,Active
2883,Growth,2024-08-10,99,Active
2885,Enterprise,2024-08-27,499,Active
2887,Starter,2024-03-06,29,Active
2888,Starter,2024-04-19,29,Active
2889,Starter,2024-08-24,29,Active
2892,Starter,2024-02-04,29,Active
2893,Starter,2024-02-08,29,Active
2895,Starter,2024-11-19,29,Active
2898,Enterprise,2024-03-13,499,Active
2900,Growth,2024-05-28,99,Active
2904,Growth,2024-01-23,99,Active
2905,Growth,2024-09-09,99,Cancelled
2910,Starter,2024-12-20,29,Active
2913,Starter,2024-11-15,29,Active
2917,Starter,2024-06-04,29,Active
2918,Starter,2024-01-31,29,Active
2920,Growth,2024-12-30,99,Active
2921,Starter,2024-04-02,29,Active
2922,Starter,2024-07-07,29,Active
2923,Starter,2025-01-07,29,Active
2926,Starter,2024-10-02,29,Active
2928,Starter,2024-07-02,29,Active
2930,Starter,2024-08-27,29,Active
2933,Growth,2024-10-23,99,Active
2935,Starter,2024-01-27,29,Active
2938,Starter,2024-02-22,29,Cancelled
2940,Starter,2025-01-26,29,Active
2942,Starter,2024-05-07,29,Active
2944,Starter,2024-05-30,29,Active
2951,Starter,2025-01-03,29,Active
2952,Starter,2024-09-09,29,Active
2953,Starter,2024-08-14,29,Cancelled
2956,Starter,2024-10-18,29,Active
2958,Growth,2024-03-29,99,Active
2960,Growth,2024-02-14,99,Active
2961,Starter,2024-07-03,29,Active
2964,Starter,2025-01-22,29,Active
2965,Starter,2024-09-24,29,Active
2967,Enterprise,2024-09-17,499,Cancelled
2972,Growth,2024-07-31,99,Active
2973,Growth,2024-10-13,99,Active
2979,Starter,2024-08-06,29,Active
2981,Growth,2024-02-01,99,Active
2983,Starter,2024-12-25,29,Active
2989,Enterprise,2024-06-20,499,Active
2991,Growth,2024-11-25,99,Active
2997,Starter,2024-05-16,29,Active
3002,Enterprise,2024-07-28,499,Active
3008,Starter,2024-07-23,29,Active
3010,Growth,2024-09-22,99,Active
3011,Growth,2024-09-08,99,Active
3012,Growth,2024-10-29,99,Cancelled
3013,Growth,2024-08-21,99,Active
3017,Starter,2024-06-13,29,Active
3018,Enterprise,2024-02-19,499,Active
3020,Starter,2024-12-02,29,Cancelled
3022,Enterprise,2024-11-24,499,Active
3024,Growth,2024-05-25,99,Active
3025,Starter,2024-04-08,29,Active
3029,Growth,2024-12-08,99,Active
3030,Growth,2024-03-24,99,Active
3031,Growth,2024-02-04,99,Active
3033,Growth,2024-02-02,99,Active
3034,Growth,2024-10-18,99,Active
3037,Starter,2024-10-30,29,Active
3038,Starter,2024-11-28,29,Active
3040,Growth,2024-11-18,99,Active
3043,Starter,2024-08-22,29,Active
3045,Growth,2024-06-25,99,Active
3046,Enterprise,2024-12-12,499,Active
3049,Growth,2024-10-17,99,Active
3054,Growth,2024-05-28,99,Active
3055,Enterprise,2024-03-24,499,Active
3056,Growth,2024-02-11,99,Active
3059,Starter,2024-03-12,29,Active
3062,Growth,2024-08-03,99,Active
3067,Starter,2024-02-27,29,Active
3070,Starter,2024-09-16,29,Active
3071,Growth,2024-06-17,99,Active
3072,Starter,2024-10-12,29,Active
3073,Starter,2024-01-26,29,Cancelled
3075,Starter,2024-02-05,29,Active
3076,Starter,2024-06-13,29,Cancelled
3079,Starter,2024-11-10,29,Active
3080,Enterprise,2024-10-19,499,Active
3081,Growth,2024-04-28,99,Active
3084,Growth,2024-05-22,99,Active
3085,Growth,2025-01-12,99,Active
3089,Starter,2024-11-15,29,Active
3090,Starter,2024-09-25,29,Active
3091,Starter,2024-05-10,29,Cancelled
3093,Starter,2024-06-14,29,Active
3094,Growth,2024-07-29,99,Active
3095,Growth,2024-09-09,99,Active
3096,Growth,2024-07-19,99,Active
3099,Enterprise,2024-11-16,499,Active
3100,Growth,2024-11-24,99,Active
3101,Growth,2024-07-26,99,Active
3103,Starter,2024-10-23,29,Active
3104,Growth,2024-10-23,99,Active
3106,Enterprise,2024-11-20,499,Active
3107,Starter,2024-05-26,29,Active
3108,Starter,2024-03-25,29,Active
3118,Growth,2024-08-23,99,Active
3120,Enterprise,2024-02-09,499,Active
3123,Growth,2024-05-21,99,Active
3131,Enterprise,2024-11-14,499,Active
3134,Starter,2024-10-12,29,Active
3137,Growth,2024-11-22,99,Active
3140,Growth,2024-06-05,99,Active
3143,Starter,2024-11-24,29,Active
3145,Starter,2024-07-25,29,Active
3146,Starter,2024-08-22,29,Cancelled
3149,Starter,2024-03-24,29,Active
3150,Growth,2024-07-29,99,Active
3158,Starter,2024-09-19,29,Active
3165,Enterprise,2024-06-15,499,Active
3167,Starter,2024-09-24,29,Active
3170,Starter,2024-06-22,29,Active
3172,Starter,2024-10-05,29,Active
3174,Starter,2024-08-20,29,Active
3175,Starter,2024-06-08,29,Active
3176,Growth,2024-08-23,99,Cancelled
3178,Starter,2024-12-20,29,Active
3182,Growth,2024-01-17,99,Active
3184,Starter,2024-02-21,29,Active
3185,Enterprise,2024-10-28,499,Active
3186,Starter,2024-08-15,29,Active
3187,Starter,2024-07-20,29,Active
3189,Starter,2024-10-04,29,Active
3193,Growth,2024-02-20,99,Active
3194,Enterprise,2024-01-16,499,Active
3195,Starter,2024-12-03,29,Active
3200,Starter,2024-08-24,29,Active
3202,Starter,2024-09-26,29,Active
3204,Starter,2024-09-06,29,Active
3209,Starter,2024-03-22,29,Active
3210,Starter,2024-09-30,29,Active
3212,Starter,2024-04-09,29,Cancelled
3213,Enterprise,2024-11-07,499,Active
3214,Starter,2025-01-02,29,Active
3216,Starter,2024-07-13,29,Active
3217,Enterprise,2024-10-31,499,Active
3219,Growth,2024-04-15,99,Cancelled
3220,Starter,2024-04-16,29,Active
3221,Starter,2024-01-30,29,Active
3225,Growth,2024-10-10,99,Cancelled
3226,Starter,2024-11-05,29,Active
3230,Growth,2024-03-30,99,Active
3231,Starter,2024-01-30,29,Active
3233,Starter,2024-06-28,29,Active
3234,Growth,2024-10-11,99,Active
3235,Growth,2024-11-28,99,Active
3244,Growth,2024-06-25,99,Active
3245,Enterprise,2024-11-14,499,Active
3247,Growth,2024-05-03,99,Cancelled
3248,Starter,2024-04-08,29,Active
3249,Enterprise,2024-06-28,499,Active
3252,Starter,2024-03-30,29,Active
3254,Starter,2024-06-26,29,Active
3258,Starter,2025-01-12,29,Active
3259,Growth,2024-12-20,99,Active
3260,Growth,2024-09-12,99,Active
3261,Growth,2024-12-06,99,Cancelled
3262,Enterprise,2024-08-10,499,Active
3271,Starter,2024-03-06,29,Active
3272,Growth,2025-01-22,99,Active
3273,Starter,2024-03-26,29,Cancelled
3274,Starter,2024-02-08,29,Active
3275,Growth,2024-06-29,99,Active
3277,Starter,2024-12-19,29,Active
3278,Growth,2024-11-15,99,Active
3281,Growth,2024-02-04,99,Active
3282,Enterprise,2024-08-24,499,Active
3286,Starter,2024-04-25,29,Active
3290,Starter,2024-06-25,29,Active
3296,Growth,2024-09-10,99,Active
3303,Growth,2024-09-21,99,Active
3306,Starter,2024-07-21,29,Active
3308,Starter,2024-05-04,29,Active
3309,Growth,2024-11-01,99,Active
3314,Growth,2024-09-27,99,Active
3316,Enterprise,2024-10-01,499,Active
3317,Starter,2025-01-11,29,Active
3324,Enterprise,2024-04-10,499,Active
3325,Starter,2024-02-01,29,Cancelled
3329,Starter,2024-08-05,29,Active
3339,Starter,2024-04-16,29,Active
3344,Starter,2024-09-14,29,Cancelled
3347,Growth,2025-01-16,99,Active
3350,Starter,2025-01-04,29,Active
3353,Starter,2024-08-28,29,Active
3354,Starter,2025-01-01,29,Active
3358,Growth,2024-12-20,99,Active
3364,Starter,2024-07-04,29,Active
3365,Starter,2024-12-12,29,Active
3367,Growth,2024-04-14,99,Active
3368,Growth,2024-09-06,99,Active
3369,Growth,2024-06-12,99,Active
3370,Growth,2024-05-28,99,Active
3372,Growth,2024-06-11,99,Active
3373,Growth,2024-08-02,99,Cancelled
3374,Starter,2024-01-18,29,Active
3375,Starter,2024-12-09,29,Active
3376,Growth,2024-11-30,99,Active
3379,Starter,2024-08-26,29,Cancelled
3387,Starter,2024-07-04,29,Active
3389,Starter,2024-07-10,29,Cancelled
3390,Enterprise,2024-05-31,499,Active
3391,Growth,2024-07-28,99,Active
3394,Starter,2024-08-09,29,Cancelled
3398,Growth,2024-08-23,99,Active
3400,Starter,2024-08-11,29,Active
3401,Growth,2024-09-17,99,Active
3403,Starter,2024-08-28,29,Cancelled
3404,Enterprise,2024-05-05,499,Active
3406,Growth,2024-01-24,99,Active
3408,Growth,2024-01-21,99,Active
3409,Growth,2024-10-20,99,Active
3411,Growth,2024-04-15,99,Active
3420,Growth,2024-08-28,99,Active
3426,Growth,2024-03-03,99,Active
3428,Enterprise,2024-03-22,499,Active
3431,Starter,2024-07-16,29,Active
3432,Starter,2024-09-10,29,Active
3433,Starter,2024-01-24,29,Active
3434,Starter,2024-02-06,29,Active
3436,Starter,2024-11-05,29,Active
3439,Starter,2024-05-26,29,Active
3440,Starter,2024-11-11,29,Active
3442,Enterprise,2024-07-31,499,Active
3445,Starter,2024-12-19,29,Active
3448,Growth,2024-04-23,99,Cancelled
3449,Starter,2024-03-17,29,Active
3453,Starter,2024-02-16,29,Active
3454,Enterprise,2024-10-20,499,Active
3457,Starter,2024-05-10,29,Active
3458,Starter,2024-06-07,29,Cancelled
3459,Starter,2024-02-23,29,Active
3463,Starter,2024-08-27,29,Active
3464,Starter,2024-10-30,29,Active
3469,Enterprise,2024-12-14,499,Active
3470,Enterprise,2024-10-03,499,Active
3471,Starter,2024-06-13,29,Cancelled
3472,Starter,2024-12-25,29,Cancelled
3473,Starter,2024-09-01,29,Active
3477,Growth,2024-07-08,99,Active
3478,Starter,2024-03-14,29,Active
3480,Enterprise,2024-03-06,499,Active
3481,Starter,2024-11-07,29,Active
3482,Growth,2024-08-11,99,Active
3483,Starter,2025-01-02,29,Active
3486,Starter,2024-08-03,29,Active
3491,Starter,2024-05-06,29,Active
3498,Enterprise,2024-06-01,499,Active
3503,Starter,2024-11-03,29,Active
3508,Starter,2024-09-13,29,Active
3510,Starter,2025-01-03,29,Active
3516,Growth,2024-12-17,99,Active
3518,Starter,2024-03-30,29,Active
3520,Starter,2024-02-14,29,Active
3529,Starter,2024-04-03,29,Active
3530,Starter,2024-06-20,29,Active
3533,Growth,2024-05-26,99,Cancelled
3535,Enterprise,2024-07-06,499,Active
3538,Enterprise,2024-05-01,499,Active
3539,Enterprise,2024-03-19,499,Cancelled
3543,Starter,2024-10-01,29,Active
3544,Starter,2024-03-06,29,Cancelled
3553,Starter,2024-07-20,29,Active
3555,Starter,2024-03-24,29,Active
3557,Enterprise,2024-08-09,499,Active
3559,Growth,2024-07-14,99,Active
3562,Starter,2024-02-01,29,Active
3563,Starter,2024-08-21,29,Active
3564,Growth,2024-09-08,99,Cancelled
3565,Growth,2024-09-04,99,Active
3566,Starter,2024-06-21,29,Active
3568,Starter,2024-12-08,29,Active
3569,Starter,2024-04-23,29,Active
3572,Starter,2024-06-02,29,Active
3573,Growth,2024-07-07,99,Active
3575,Starter,2024-03-23,29,Active
3577,Growth,2024-12-02,99,Active
3582,Starter,2024-09-18,29,Active
3584,Enterprise,2024-07-15,499,Active
3587,Starter,2024-10-16,29,Active
3591,Starter,2024-07-10,29,Active
3592,Starter,2024-02-21,29,Active
3593,Starter,2024-04-24,29,Active
3594,Growth,2024-01-28,99,Active
3596,Starter,2024-10-23,29,Cancelled
3598,Starter,2024-04-16,29,Active
3599,Starter,2024-11-27,29,Cancelled
3603,Starter,2024-09-17,29,Active
3604,Starter,2024-01-21,29,Active
3605,Growth,2024-12-30,99,Active
3606,Starter,2024-11-17,29,Active
3607,Starter,2024-03-21,29,Active
3609,Starter,2024-08-14,29,Active
